User Query,Attribute Path,Path Length
Why does this older girl continue to flirt with me aggressively and lash out when I ignore her?,"['Age', 'Mental Health Status', 'Profession', 'Emotional State', 'Gender', 'Education Level', 'Marital Status', 'Economic Status', 'Health Status', 'Past Self-Harm History']",10
How can I take responsibility for my life and become independent?,['Age'],1
What should I do?,"['Age', 'Profession', 'Mental Health Status', 'Emotional State', 'Education Level']",5
Why am I so awkward during conversation?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Age', 'Profession', 'Health Status', 'Marital Status', 'Gender', 'Economic Status']",9
"Should I accept the job as a hotel receptionist and face my fears, or look for help and work on myself first?","['Emotional State', 'Profession', 'Economic Status', 'Age', 'Mental Health Status', 'Marital Status', 'Health Status', 'Education Level', 'Past Self-Harm History']",9
How can I deal with being labeled and judged by my peers in high school?,['Emotional State'],1
How can I overcome my social anxiety as a medical student to be able to talk to patients?,['Emotional State'],1
How can I overcome my mental health challenges by opening up to others and sharing experiences?,['Emotional State'],1
What should I do about my anxiety and fear of being laughed at due to my bad haircut?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession']",4
Is life really this hard? Am I just looking for love in the wrong places? Why the hell has it been so weird?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Profession', 'Education Level', 'Economic Status']",7
How can I continue building confidence when interacting with patients despite my social anxiety and stutter?,['Mental Health Status'],1
What advice can you give me about dealing with people at the gym who make fun of me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Gender', 'Health Status', 'Economic Status']",7
How do I start to develop interests/hobbies while having social anxiety?,"['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
How do I cope with my feelings of inferiority and frustration due to my appearance and social status?,"['Emotional State', 'Mental Health Status', 'Economic Status', 'Age', 'Profession']",5
Will I be able to get a job despite my social anxiety and lack of experience?,"['Emotional State', 'Profession', 'Education Level', 'Mental Health Status', 'Age', 'Economic Status']",6
How can I overcome my awkwardness and learn to talk to girls?,"['Age', 'Education Level', 'Profession', 'Mental Health Status', 'Emotional State', 'Gender', 'Marital Status', 'Economic Status']",8
"What can I do about my extreme anxiety and nervousness when talking about myself, especially at work?","['Emotional State', 'Mental Health Status']",2
How can I change and stop isolating myself to socialize more instead of going home for the rest of the day after 2 hours of classes?,['Mental Health Status'],1
"Any ideas of how to overcome being afraid of spending time/conversing with people I know, or at least make it more manageable?","['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Past Self-Harm History', 'Education Level', 'Economic Status', 'Gender']",9
Is there anyone else who has a fear of balls or things that are thrown towards them?,"['Emotional State', 'Age', 'Past Self-Harm History', 'Gender', 'Health Status', 'Profession', 'Mental Health Status', 'Education Level', 'Marital Status']",9
How can I stop being overly sensitive to how people judge me and be myself in public?,"['Emotional State', 'Mental Health Status']",2
How can I get used to talking to people again?,['Emotional State'],1
How can I cope with feeling alone and anxious after moving out of my parents' house?,['Mental Health Status'],1
How can I make friends and improve my social life at school?,"['Age', 'Education Level']",2
What can I do to manage my anxiety about talking about myself?,['Emotional State'],1
Anyone deal with this before or have a success story that can relate with me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Gender', 'Marital Status', 'Education Level', 'Economic Status', 'Health Status']",9
Can anyone help me get my mind straight?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Gender', 'Health Status', 'Education Level']",7
How do I get rid of my fear of performing in front of people and my fear of failing and not being perfect?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History']",6
What can I do to overcome my anxiety about talking about myself at work?,['Emotional State'],1
How can I make friends despite my social anxiety?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status']",4
How can I ensure my social anxiety doesn't affect my performances?,['Mental Health Status'],1
How can I overcome my regret and self-hatred and get back out into the world?,"['Mental Health Status', 'Past Self-Harm History', 'Emotional State', 'Profession', 'Age', 'Marital Status', 'Education Level', 'Economic Status']",8
How can I manage my anxiety during meetings and conference calls at work?,['Emotional State'],1
Should I be working at all if work makes me feel very uncomfortable and triggered?,['Profession'],1
Can anyone give me some tips or share some experience to help me overcome my anxiety and help someone in need?,['Emotional State'],1
How can I make more friends to spend time with?,"['Profession', 'Education Level', 'Age']",3
How can I stop being reclusive while living in shared accommodation?,"['Emotional State', 'Marital Status', 'Profession', 'Age', 'Education Level', 'Mental Health Status']",6
How can I overcome my loneliness and improve my social skills to enjoy life and date girls?,"['Marital Status', 'Emotional State', 'Profession', 'Education Level', 'Mental Health Status', 'Age']",6
Does anyone else feel the same way about social anxiety and is it normal?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Education Level', 'Marital Status', 'Health Status', 'Economic Status']",8
Does anyone have a similar issue with severe nervous sweating in social situations and know how to overcome it?,"['Emotional State', 'Age', 'Education Level', 'Health Status', 'Profession', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status', 'Economic Status']",9
"What prescription drugs can help with social anxiety, and what are their potential side effects?",['Emotional State'],1
"Has anyone else experienced struggling to keep a job past the probation period, and did things eventually work out for them?","['Profession', 'Economic Status', 'Health Status']",3
What should I do if I'm unhappy with my college band scholarship but need the money for school?,['Emotional State'],1
Can reading aloud over a period of time help with social anxiety?,['Emotional State'],1
What are some evidence-based solutions for improving social anxiety?,['Emotional State'],1
What can I do about my anxiety and nervousness at work?,['Emotional State'],1
Any ideas on how to get out of the house more during the summer to avoid boredom?,['Profession'],1
What do you guys do for work?,['Profession'],1
Is it worth speaking with a psychologist and should I try ADHD medication?,"['Emotional State', 'Age', 'Education Level', 'Health Status', 'Mental Health Status', 'Profession', 'Past Self-Harm History', 'Gender', 'Economic Status', 'Marital Status']",10
What are some job ideas for someone with mild to severe social anxiety?,"['Age', 'Education Level', 'Emotional State', 'Profession', 'Mental Health Status']",5
How can I overcome social anxiety and live a normal life when people do not feel comfortable around me and therefore do not want to associate themselves with me?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Profession', 'Economic Status', 'Health Status', 'Age', 'Past Self-Harm History']",8
How can I improve my social skills in my first job to better relate with my coworkers?,['Profession'],1
How can I overcome my social anxiety to seize opportunities like meeting new people?,"['Emotional State', 'Mental Health Status']",2
How do I stop my anxiety from getting me all choked up so I can transfer online friendships into in-person friendships?,['Mental Health Status'],1
Are there any resources online for handling social anxiety when talking to coworkers?,['Emotional State'],1
What can I do when I feel like I don't matter and all I want is to escape this feeling?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my isolation and make friends despite my anxiety and lack of life experiences?,"['Age', 'Education Level', 'Mental Health Status', 'Profession', 'Marital Status', 'Emotional State']",6
How can I make platonic friendships with girls to have someone to vent to?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Gender', 'Marital Status', 'Mental Health Status']",7
How can I start a relationship when I'm anxious and feel like I don't have it all together?,"['Emotional State', 'Age', 'Mental Health Status']",3
How can I break into a social scene or circle when I have crippling anxiety and no friends?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Marital Status', 'Education Level', 'Past Self-Harm History', 'Economic Status']",8
What kind of day jobs can I pursue that accommodate social and math anxiety while I attend school?,['Education Level'],1
What are some tips or advice for overcoming social anxiety and improving my ability to communicate with others?,['Emotional State'],1
"How can I better connect with people and manage my anxiety in social situations, especially in clubs and at school?",['Emotional State'],1
"How can I get better at socializing fast, or at all?","['Emotional State', 'Age', 'Profession', 'Education Level', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Economic Status', 'Gender']",9
What can I do about my crippling social anxiety to improve my life?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
Should I start taking Lexapro despite my fears of side effects and lifestyle changes?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my social anxiety and make friends at cosmetology school?,"['Emotional State', 'Age', 'Profession', 'Education Level']",4
How can I manage my social anxiety in eating situations?,['Emotional State'],1
How can I overcome social anxiety and guilt from my past to live a more fulfilling life?,['Mental Health Status'],1
How can I overcome my social anxiety while being in Nursing school?,['Emotional State'],1
Why do people dislike me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Economic Status', 'Education Level']",7
How can I overcome my fear of job interviews and gain the confidence to apply for jobs despite having little experience?,"['Education Level', 'Profession']",2
How can I overcome loneliness and build meaningful relationships?,"['Marital Status', 'Emotional State', 'Age', 'Mental Health Status', 'Education Level', 'Profession']",6
Should I get therapy for possible social anxiety?,"['Emotional State', 'Age', 'Mental Health Status']",3
Can I do a graphic design program online and work freelance from home?,['Education Level'],1
What can I do to manage my anxiety about talking about myself at work?,['Emotional State'],1
What do I do to overcome my social anxiety and improve my situation in university?,"['Education Level', 'Mental Health Status', 'Emotional State', 'Age', 'Profession']",5
Does social anxiety affect facial expressions and make me appear boring to others?,['Emotional State'],1
Why do people feel the need to mention how quiet someone is?,"['Age', 'Education Level', 'Emotional State', 'Profession', 'Mental Health Status', 'Health Status', 'Gender', 'Marital Status', 'Economic Status']",9
What am I doing wrong and what can I do to make friends and have a social life?,"['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Marital Status', 'Education Level', 'Economic Status', 'Health Status', 'Past Self-Harm History', 'Gender']",10
Is there anybody else out there that was the fat kid growing up that got handsome/hot as they got older but absolutely does not see it the way everyone tells them the way they see you?,"['Age', 'Mental Health Status', 'Emotional State', 'Profession', 'Gender', 'Education Level', 'Marital Status', 'Health Status', 'Economic Status', 'Past Self-Harm History']",10
How can I make friends and overcome my social anxiety?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History', 'Economic Status']",8
How can I improve my social skills and overcome awkwardness?,['Emotional State'],1
How can I recover from feeling overwhelmed and exhausted after social events?,['Emotional State'],1
"How do I start dating, especially at a later age?",['Age'],1
How can I overcome my fear of social situations and stop avoiding social invitations?,"['Emotional State', 'Marital Status', 'Age', 'Mental Health Status']",4
How can I overcome my social anxiety and start going to clubs with my friends?,"['Emotional State', 'Mental Health Status']",2
How do you get outside your house?,"['Age', 'Profession', 'Emotional State', 'Health Status', 'Mental Health Status', 'Economic Status', 'Marital Status']",7
Does anyone have some words for someone who feels lonely and different?,['Emotional State'],1
What one small step would you recommend to a person who feels he has no friends?,"['Emotional State', 'Age', 'Profession', 'Marital Status', 'Mental Health Status', 'Education Level', 'Past Self-Harm History', 'Gender']",8
How can I build trust with new people and overcome my fear of meeting them after a negative high school experience?,"['Age', 'Profession', 'Mental Health Status']",3
How can I take the first steps to recovering from social anxiety when speaking to a doctor or therapist feels overwhelmingly difficult?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status', 'Profession', 'Marital Status', 'Health Status', 'Economic Status']",8
Anyone been in my place? Advice?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Gender', 'Mental Health Status', 'Marital Status', 'Profession', 'Economic Status', 'Health Status', 'Education Level']",10
How can I make my next kiss less awkward?,"['Emotional State', 'Age', 'Profession', 'Education Level']",4
How severe is my social anxiety?,"['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
How can I regain my spark and overcome social anxiety to reconnect with my friends and pursue my dreams?,['Emotional State'],1
How can I bring up the topic of not being invited to things with my friends without it being awkward or seeming needy?,['Emotional State'],1
How do you force yourself to go to an interview?,"['Economic Status', 'Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Health Status', 'Education Level']",7
What can I do to manage my anxiety about talking about myself at work?,['Emotional State'],1
How can I deal with my anxiety and discomfort about school swimming with people I dislike?,['Emotional State'],1
"What is socially acceptable when trying to reconnect with friends, such as visiting their homes or asking to play tennis?",['Age'],1
"What do I do, please?","['Age', 'Education Level', 'Mental Health Status', 'Emotional State', 'Profession', 'Marital Status', 'Health Status', 'Gender', 'Economic Status']",9
"How can I help my girlfriend who is having a hard time due to exams, her parents' divorce, and lack of money?",['Emotional State'],1
How can I manage my social anxiety and paranoia while participating in a college newspaper?,['Emotional State'],1
How can I change my mindset and stop being overly affected by negative comments from others?,['Emotional State'],1
What can I do to help my brother who denies having AvPD and SAD?,"['Age', 'Mental Health Status', 'Emotional State', 'Profession', 'Marital Status', 'Past Self-Harm History', 'Economic Status', 'Gender', 'Education Level']",9
How should I handle people in my class who are sneak dissing and making me feel isolated?,"['Emotional State', 'Mental Health Status']",2
Should I accept a well-paying job in a field I hate or take a lower-paying job like at an Amazon warehouse?,"['Profession', 'Economic Status']",2
Is it possible that medicine and therapy may be my only way out of this?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession', 'Economic Status', 'Health Status', 'Marital Status']",8
Am I just being a bitch who needs to force myself to do more?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Health Status', 'Economic Status', 'Education Level']",9
At what point do I just accept that this is just how things are and how they will always be?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Past Self-Harm History', 'Economic Status']",8
How can I overcome the massive self-doubt and crushed self-esteem from being misdiagnosed with Asperger's as a teen?,"['Mental Health Status', 'Past Self-Harm History', 'Age', 'Education Level', 'Emotional State']",5
Has anything like this happened to anyone else here?,"['Emotional State', 'Age', 'Marital Status', 'Gender', 'Education Level']",5
How can I disconnect from societal patterns to overcome social anxiety?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Mental Health Status', 'Economic Status']",6
"What are things that I can do to meet new people, become more attractive, and become more outgoing?",['Profession'],1
How can I stop feeling lonely and improve my social skills?,"['Marital Status', 'Emotional State', 'Age', 'Education Level', 'Mental Health Status', 'Profession']",6
What can I do to overcome my anxiety about talking about myself at work?,['Emotional State'],1
How can I manage my anxiety that prevents me from leaving the house?,['Emotional State'],1
What can I do to manage my anxiety about talking about myself at work?,['Emotional State'],1
How can I set and achieve small goals to overcome social anxiety?,['Emotional State'],1
How can I improve my social skills and become more comfortable interacting with people face-to-face?,['Emotional State'],1
How do you interact with complete strangers without being awkward?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Mental Health Status', 'Health Status', 'Gender', 'Marital Status', 'Economic Status']",9
"Has anyone overcome social anxiety and crippling fear of intimacy, enough to have a fulfilling social and professional life?","['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status']",5
Does anyone have any recommendations on how to actually deal with the anxiety of having to go through with seeing a new doctor?,"['Emotional State', 'Health Status']",2
What should I do about my anxiety and shyness when approached by someone I'm not expecting?,['Emotional State'],1
How do I round Spikey up?,"['Age', 'Profession', 'Emotional State', 'Gender', 'Mental Health Status', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",9
How can I manage my social anxiety and start commuting to school independently?,['Emotional State'],1
"How can I cope with my anxiety without using alcohol, considering I cannot afford a psychologist?","['Emotional State', 'Economic Status', 'Education Level', 'Health Status', 'Profession', 'Age', 'Mental Health Status', 'Marital Status']",8
What advice can people give to get started on losing weight and overcoming anxiety about joining a gym?,['Emotional State'],1
How can I move forward and improve my situation now that I've started feeling better after therapy?,['Mental Health Status'],1
Can anybody suggest a solution for feeling academically inferior due to social anxiety and agoraphobia?,"['Emotional State', 'Mental Health Status', 'Education Level', 'Profession', 'Age', 'Health Status', 'Gender', 'Marital Status', 'Economic Status']",9
Does anyone have the same problem with social anxiety affecting job opportunities and educational choices?,"['Education Level', 'Emotional State', 'Age', 'Profession', 'Mental Health Status']",5
How can I manage my anxiety and improve in my new fast food restaurant job?,['Emotional State'],1
Does anybody have any suggestions or advice for managing severe glossophobia and social anxiety while attending an intensive outpatient program?,"['Emotional State', 'Health Status', 'Mental Health Status']",3
Have any of you jumped head first into a deeply challenging circumstance and if so how did you fare and what did you learn?,['Profession'],1
How can I stop giving a fuck about me having as much fun as other people and stop getting FOMO?,['Emotional State'],1
How can I continue to build my confidence and manage social anxiety after experiencing a difficult breakup?,['Marital Status'],1
How can I manage my social anxiety better at work and prevent it from affecting my daily life?,['Emotional State'],1
What should I do about my social anxiety and inability to take a job opportunity?,"['Mental Health Status', 'Profession', 'Emotional State', 'Age', 'Education Level']",5
How can I understand why my social anxiety returned after being sociable for a decade?,['Emotional State'],1
How can I overcome social anxiety to find a job and get a driver's license?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Mental Health Status', 'Economic Status']",6
What kind of jobs do you other socially anxious people have?,"['Profession', 'Emotional State', 'Age', 'Education Level', 'Mental Health Status', 'Economic Status', 'Marital Status']",7
"How can I manage my social anxiety and improve my social skills, especially when talking to people I like?",['Emotional State'],1
Can anybody relate?,"['Emotional State', 'Marital Status', 'Mental Health Status', 'Age', 'Profession', 'Past Self-Harm History', 'Economic Status', 'Gender']",8
"What can I do to manage my extreme social anxiety when talking about myself, especially at work?","['Emotional State', 'Profession']",2
Should I go on a solo traveling journey to help with my social anxiety despite my fears?,['Mental Health Status'],1
How can I improve my self-esteem and social interactions?,"['Emotional State', 'Mental Health Status']",2
Any advice on how to find the motivation to step out of my comfort zone?,"['Emotional State', 'Mental Health Status']",2
"How should I react if I see a lost child in a store, and I'm afraid of being accused of wrongdoing?","['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Marital Status', 'Economic Status']",6
How do I overcome social anxiety?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Education Level']",5
How do I tell my girlfriend about my anxiety?,['Emotional State'],1
"How can I have a talk or small talk with someone that they would enjoy, what are some lines I could say?","['Age', 'Profession']",2
What should I do about my social anxiety affecting my job as a door to door salesman?,"['Emotional State', 'Profession']",2
Do I have social anxiety or bipolar disorder?,"['Mental Health Status', 'Emotional State', 'Age', 'Education Level', 'Profession']",5
How can I temporarily cope with my social anxiety so I can graduate college?,['Emotional State'],1
What are some alternatives to dating apps for meeting potential partners?,"['Age', 'Profession', 'Emotional State', 'Education Level', 'Marital Status', 'Gender', 'Mental Health Status', 'Health Status', 'Economic Status', 'Past Self-Harm History']",10
Should I tell my friends about my social anxiety and why I've been distant?,['Emotional State'],1
How can I work through my anxiety affecting my social interactions?,['Emotional State'],1
Can I still have social anxiety if I don't feel physical stress in my body but get other symptoms like sweating?,['Emotional State'],1
Has anyone had their Social Anxiety triggered when having to speak a foreign/second language?,['Emotional State'],1
Is this feeling of social awkwardness and tension at work something you ease into and get used to?,"['Profession', 'Mental Health Status', 'Age', 'Emotional State', 'Education Level']",5
Why is my blushing getting worse despite being exposed to anxiety-inducing situations all day?,['Emotional State'],1
"How can I overcome my anxiety when talking to people, including my dad and my boss?","['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
"How can I interview and work with my social anxiety, especially when I often cry in stressful situations?",['Emotional State'],1
How can I manage my social anxiety while pursuing personal interests like karate?,['Emotional State'],1
Any tips for talking in groups?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Marital Status', 'Economic Status', 'Mental Health Status', 'Gender', 'Health Status']",9
How can I overcome my fear of socializing and stop feeling like a lone wolf?,"['Mental Health Status', 'Emotional State']",2
"Is my social anxiety actually immaturity, and how can I improve it?","['Emotional State', 'Age', 'Education Level', 'Mental Health Status', 'Profession', 'Marital Status', 'Health Status', 'Gender', 'Economic Status']",9
"Is it really fair that I expect him to date someone with a history like mine, especially with all my personal problems?","['Emotional State', 'Past Self-Harm History', 'Mental Health Status']",3
How do people make friends online?,"['Age', 'Profession', 'Education Level', 'Emotional State', 'Mental Health Status', 'Marital Status', 'Economic Status']",7
What are some ways to overcome social anxiety?,['Emotional State'],1
I'd really like to hear any success stories of people with similar experiences overcoming their anxiety and maybe tips on the things that helped them on their journey?,['Emotional State'],1
How can I ask my classmates to hang out and watch a movie during spring break despite my anxiety and the lack of a nearby cinema?,['Emotional State'],1
How can I cope with my social anxiety and the constant feeling of inadequacy around my flatmates?,['Emotional State'],1
"What can I do about my symptoms like nausea, pressure in ears, and fatigue related to functional dyspepsia or GERD?",['Health Status'],1
Is it too late for me am I just a burden to the world? Should I just end my life which is best for everyone especially me?,[],0
How can my SO and I build a sense of community and make friends?,['Profession'],1
How can I bond with people and form connections without relying on a 'party-persona' that feels ingenuine to me?,['Emotional State'],1
How can I cope with feeling isolated and improve my self-confidence in college?,['Education Level'],1
How can I ensure that prom night goes well without seeming awkward?,['Emotional State'],1
How can I improve my social skills and get responses in online dating?,['Emotional State'],1
What should I do next after getting my degree if I haven't acquired the skills to succeed and can't articulate myself well in-person?,"['Profession', 'Education Level']",2
"Why do I look ugly, tired, and sad?","['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Health Status', 'Past Self-Harm History', 'Economic Status']",7
What can I do to feel less anxious and more accepted at work?,['Emotional State'],1
How can I overcome my shyness and anxiety to make friends at university and find part-time jobs?,"['Education Level', 'Age', 'Profession', 'Emotional State', 'Mental Health Status']",5
What can I do about my anxiety when talking about myself at work?,['Mental Health Status'],1
What can I expect if I seek help for my social anxiety?,['Emotional State'],1
How can I manage my anxiety while living with my mother's rude and nasty partner?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",8
How do I try to see him more if my parents wouldn't allow me to? And if he might not have a phone.,"['Age', 'Emotional State', 'Profession', 'Marital Status', 'Economic Status', 'Education Level', 'Health Status', 'Mental Health Status', 'Gender', 'Past Self-Harm History']",10
How am I supposed to get another job when every job requires communication?,"['Profession', 'Education Level', 'Health Status', 'Emotional State', 'Economic Status', 'Age', 'Mental Health Status', 'Marital Status']",8
Does it get better with time? Will my body and mind get used to the requirements of the job and the new sleep schedule?,['Emotional State'],1
"What should I do now to get over her and to be happy again? Also, what can I do to make some friends and maybe find someone else?","['Mental Health Status', 'Emotional State', 'Marital Status', 'Profession', 'Education Level']",5
"How can I get a job with social anxiety, low confidence, and self-esteem?","['Profession', 'Mental Health Status', 'Education Level', 'Emotional State', 'Age', 'Economic Status']",6
What job options are there that don't require intense social interaction?,"['Age', 'Profession', 'Health Status', 'Economic Status', 'Emotional State', 'Marital Status', 'Mental Health Status']",7
How do I gain courage the correct way to approach pretty girls at my workplace and get over my extreme shyness?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Economic Status']",7
Can you recommend or suggest any way to meet new people or build a social network for myself?,['Profession'],1
How can I improve my self-esteem so that it doesn't rely on other people's opinions?,['Emotional State'],1
What job options are available for someone with anxiety and no current access to therapy or medication?,"['Emotional State', 'Mental Health Status', 'Age', 'Education Level', 'Profession', 'Health Status', 'Economic Status']",7
How can I manage my social anxiety at work?,['Profession'],1
Any suggestions of how to deal with the stress of a presentation?,['Emotional State'],1
How am I ever going to work anywhere with my anxiety?,"['Emotional State', 'Mental Health Status', 'Profession', 'Education Level', 'Age', 'Health Status', 'Economic Status']",7
What are good job options for people with social anxiety?,"['Education Level', 'Profession', 'Emotional State', 'Health Status', 'Age', 'Mental Health Status']",6
Would creating a YouTube channel or a journal about my journey be interesting or inspirational to others?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
"Do I really have social anxiety or am I just scared, lacking confidence and experience or just plain lazy?","['Emotional State', 'Mental Health Status', 'Profession', 'Education Level']",4
What can I do to improve myself despite my social anxiety and past bullying experiences?,"['Emotional State', 'Mental Health Status']",2
What is the first step to figuring out my life and relationships? Maybe I need to move somewhere else?,"['Emotional State', 'Age', 'Marital Status', 'Mental Health Status', 'Economic Status']",5
How can I overcome my anxiety and find a job despite feeling unworthy and having limited experience?,"['Mental Health Status', 'Education Level', 'Profession', 'Economic Status']",4
How can I overcome anxiety and mental blocks from my past experiences to become who I want to be?,['Mental Health Status'],1
How can I cope with feeling like I've missed out on life experiences due to depression and anxiety?,['Emotional State'],1
Am I paranoid or what? Am I just awful at the job? Or is something not right?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Marital Status', 'Health Status', 'Economic Status', 'Past Self-Harm History', 'Education Level']",9
How can I start talking to people and continue conversations?,['Emotional State'],1
What should I do to address my severe social anxiety and get appropriate medication?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Health Status', 'Past Self-Harm History', 'Gender', 'Economic Status']",9
Can I do this kind of job again?,['Profession'],1
How can I make a friend in college?,"['Age', 'Profession', 'Education Level', 'Emotional State', 'Marital Status', 'Mental Health Status']",6
How can I cope with having no friends and not feel ashamed about it?,"['Emotional State', 'Age', 'Mental Health Status']",3
How can I prevent my kids from becoming socially awkward like me?,"['Education Level', 'Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History', 'Health Status', 'Gender']",9
How can I decide whether to continue my college education or focus on work without disappointing my family?,['Education Level'],1
"How can I overcome loneliness and connect with someone, possibly through a dating app?",['Marital Status'],1
How can I manage my anxiety and improve my life after reaching rock bottom?,['Emotional State'],1
"What should I do now, should I just wait and give her time, or should I actively do something about it?","['Emotional State', 'Marital Status', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Profession', 'Economic Status', 'Gender']",8
Can anyone talk to me?,"['Emotional State', 'Age', 'Mental Health Status', 'Education Level', 'Gender', 'Marital Status', 'Health Status', 'Profession', 'Economic Status']",9
How can I get over my social anxiety to enjoy my travels to Europe more fully?,['Emotional State'],1
What can I do to overcome my anxiety about sharing personal information at work?,['Emotional State'],1
Any tips on overcoming social anxiety to improve job prospects?,"['Education Level', 'Profession', 'Mental Health Status']",3
How can I overcome my social anxiety and improve my life situation?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Education Level']",5
What do I do?,"['Age', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Profession', 'Economic Status', 'Education Level']",8
How can I better myself and stop chasing attention and being desperate?,['Emotional State'],1
How am I supposed to work after 10 years of unemployment because of social anxiety disorder?,"['Mental Health Status', 'Emotional State', 'Profession', 'Economic Status']",4
I'd like to hear any tip.,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Education Level', 'Health Status', 'Marital Status', 'Economic Status', 'Past Self-Harm History']",9
How can I overcome my self-consciousness about not having many friends?,"['Emotional State', 'Age', 'Mental Health Status']",3
How can I overcome social anxiety at the gym?,"['Emotional State', 'Age', 'Health Status', 'Mental Health Status']",4
How can I cope with my social anxiety that makes social interactions exhausting?,['Emotional State'],1
"How can I improve my social skills, self-esteem, and be more likeable?","['Emotional State', 'Profession', 'Mental Health Status', 'Education Level', 'Age']",5
"How can I get help for my mental health issues, and are there any over-the-counter drugs my parents can buy to help?","['Mental Health Status', 'Emotional State', 'Health Status', 'Economic Status', 'Profession', 'Age', 'Education Level']",7
What job options do I have considering my social anxiety and inability to drive?,"['Age', 'Mental Health Status', 'Profession', 'Education Level', 'Emotional State', 'Health Status', 'Economic Status', 'Past Self-Harm History', 'Gender', 'Marital Status']",10
What is the solution to overcome social anxiety when CBT didn't work?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Profession', 'Education Level', 'Health Status', 'Marital Status', 'Economic Status']",9
"Is it normal for social anxiety symptoms to start creeping back in a situation where I'm unemployed, single, living in a small town with no social life?","['Age', 'Mental Health Status']",2
How can I create a proper resume without having three former employers to list?,"['Profession', 'Education Level', 'Economic Status']",3
How can I cope with my social anxiety and feelings of isolation?,['Mental Health Status'],1
How can I overcome my anxiety about talking about myself at work?,"['Emotional State', 'Profession']",2
"Has anyone here permanently 'retired' from a career, and been able to find happiness?",['Profession'],1
What can I do to manage my anxiety and fear of talking about myself at work?,['Emotional State'],1
Does praise ever give you anxiety?,"['Emotional State', 'Mental Health Status', 'Age', 'Education Level']",4
How should I deal with being insulted by a friend who criticized my hobbies and lifestyle?,['Emotional State'],1
How can I find the motivation and willpower to overcome social anxiety and improve my independence?,['Emotional State'],1
How can I continue progressing in my recovery from social anxiety?,['Emotional State'],1
How can I boost my confidence and find myself again after facing multiple personal challenges?,['Mental Health Status'],1
What should I do to leave the door open with these girls while avoiding further damage to my reputation?,[],0
